id;card_number;transaction_date;value;segment
CTID22135564;1782-5331-5899-1813;03/08/2016;43772;SEG23
CTID20769561;1782-5331-5899-1813;16/01/2016;30690;SEG22
CTID46817324;9074-3311-4009-9836;24/03/2016;9478;SEG25
CTID89429217;7837-4036-5999-1672;06/04/2016;43004;SEG11
CTID71460557;5145-7864-6575-8768;29/07/2016;6064;SEG12
CTID41108175;8507-1459-7315-8148;18/11/2016;21095;SEG13
CTID33251748;4803-9564-9708-3189;10/01/2016;12722;SEG21
CTID80961464;8836-7078-5752-6312;11/05/2016;40780;SEG12
CTID53243436;4334-6855-2003-9239;21/02/2016;45069;SEG18
CTID71174089;7725-3576-5626-3317;19/05/2016;42347;SEG12
CTID18699322;8883-9569-6241-3952;02/05/2016;49475;SEG25
CTID14366678;7334-1842-5941-2149;07/08/2016;26405;SEG11
CTID39191491;4046-1968-8375-3680;27/01/2016;15916;SEG25
CTID26941440;9322-7578-8781-2684;21/06/2016;18452;SEG23
CTID17639427;1817-8543-9660-4802;29/02/2016;7608;SEG21
CTID23277552;6697-9358-9213-4896;07/07/2016;740;SEG18
CTID56294204;2854-6117-5924-2770;25/11/2016;9014;SEG18
CTID72837751;8518-4517-6409-6976;15/08/2016;43707;SEG22
CTID81044100;8486-4186-7122-3452;08/11/2016;22270;SEG24
CTID29325148;5262-2954-4306-9001;30/01/2016;36658;SEG23
CTID94670653;6815-5139-5546-1802;16/10/2016;31797;SEG24
CTID92332111;3698-9867-4865-5497;14/10/2016;28781;SEG14
CTID63815219;4646-8260-8197-7078;30/01/2016;17596;SEG17
CTID61855317;4203-2936-4855-8802;30/06/2016;47835;SEG18
CTID13684212;5591-5619-8809-5454;02/01/2016;29849;SEG23
CTID47578589;4973-1293-1664-2086;08/05/2016;49296;SEG14
CTID20456246;5591-5619-8809-5454;24/11/2016;13032;SEG11
CTID80837016;5811-4353-3490-5513;04/11/2016;29158;SEG11
CTID49737727;8769-1185-5731-6569;09/06/2016;43755;SEG15
CTID51623898;3544-7836-9589-7635;07/06/2016;16415;SEG22
CTID86777881;4971-8219-1133-6753;09/04/2016;18245;SEG19
CTID72378439;7767-7920-7733-4210;22/10/2016;46767;SEG16
CTID56229264;9369-6196-2597-1730;04/07/2016;16256;SEG13
CTID27077160;6893-1438-6516-3207;14/09/2016;39097;SEG22
CTID56788272;7430-6895-6227-4665;24/08/2016;32776;SEG12
CTID18705387;7752-7762-8832-3142;06/10/2016;6318;SEG12
CTID47792818;1693-2036-4352-9386;01/12/2016;11155;SEG12
CTID51436971;7908-3850-6633-2606;01/10/2016;49501;SEG16
CTID30562091;5094-8484-5014-6152;22/09/2016;48958;SEG23
CTID31640264;1175-3754-1370-5515;25/10/2016;39611;SEG19
CTID61113981;1113-9175-3253-8426;24/07/2016;35746;SEG17
CTID57409190;5574-7647-1844-5316;12/11/2016;18118;SEG14
CTID86684785;9933-8699-5268-4345;29/02/2016;48965;SEG14
CTID99723774;9304-8255-4381-2028;15/10/2016;45661;SEG21
CTID33580367;4991-3814-8016-9048;12/06/2016;46121;SEG21
CTID20830257;8214-9590-3044-1216;01/05/2016;42005;SEG11
CTID50081384;9304-8255-4381-2028;06/03/2016;45870;SEG11
CTID89514145;7168-9862-2659-8550;15/12/2016;21184;SEG14
CTID85016805;2649-6876-7496-4123;28/06/2016;36409;SEG19
CTID90116536;4663-3168-7059-6778;29/08/2016;13044;SEG25
CTID33763656;7164-1323-2737-4112;22/03/2016;42043;SEG17
CTID28920562;3007-2083-4197-9770;08/12/2016;28535;SEG19
CTID21679525;4959-5036-1379-1303;12/07/2016;13822;SEG11
CTID34399107;1655-7617-4318-5963;26/05/2016;38647;SEG18
CTID70535534;5993-5660-3442-6277;10/12/2016;2185;SEG13
CTID79727285;5145-7864-6575-8768;07/03/2016;35670;SEG18
CTID34121687;3914-1379-8974-9157;21/10/2016;39499;SEG16
CTID21903775;5018-8635-8433-6614;21/08/2016;47704;SEG14
CTID33400033;9027-9319-4091-7718;07/10/2016;43424;SEG22
CTID64444473;9843-6858-7863-1891;30/12/2016;12779;SEG13
CTID27248366;5002-6349-2806-2942;17/01/2016;42566;SEG23
CTID31224250;6015-9255-9994-6771;19/11/2016;21488;SEG17
CTID82609007;6574-5513-6101-1905;04/10/2016;48220;SEG11
CTID61242984;4663-3168-7059-6778;02/12/2016;13500;SEG17
CTID95812443;8685-1513-4751-8018;03/11/2016;41060;SEG20
CTID24318485;7815-7711-6866-1320;03/01/2016;43468;SEG25
CTID16985764;4818-7275-3513-3939;15/02/2016;43691;SEG14
CTID22906905;7047-9622-9693-9968;28/12/2016;42736;SEG18
CTID40303702;8614-1547-9524-8444;18/08/2016;34601;SEG18
CTID60493102;5262-2954-4306-9001;12/03/2016;49021;SEG11
CTID69910387;4037-7862-8119-1361;06/03/2016;14520;SEG23
CTID21158651;6876-7378-4945-3251;08/07/2016;38773;SEG13
CTID53159348;5384-8278-5616-5502;22/10/2016;5926;SEG16
CTID26028704;8259-5688-7450-9931;13/05/2016;2757;SEG13
CTID34450112;8673-7935-5776-9119;01/04/2016;32219;SEG13
CTID62062632;7224-9964-4793-3939;10/04/2016;42262;SEG24
CTID28195227;8231-5519-1948-3400;10/03/2016;16857;SEG17
CTID58822426;2158-2612-7934-6228;15/08/2016;8605;SEG16
CTID69150071;8794-7936-2566-9238;31/07/2016;25425;SEG24
CTID17731332;4991-3814-8016-9048;05/03/2016;18926;SEG21
CTID85538458;9540-8558-5897-5046;09/05/2016;28201;SEG25
CTID71318957;2570-5181-2062-7588;26/04/2016;15276;SEG21
CTID95833613;7168-9862-2659-8550;02/01/2016;7959;SEG21
CTID31855061;5674-3252-5805-3288;27/10/2016;3016;SEG14
CTID78154814;7815-7711-6866-1320;13/10/2016;23470;SEG17
CTID49357458;8052-5734-6162-9591;17/09/2016;45362;SEG15
CTID26454462;3698-9867-4865-5497;18/06/2016;45451;SEG11
CTID40433069;7377-5503-9688-7953;30/07/2016;46758;SEG19
CTID12659189;2077-2389-7798-4862;03/10/2016;20517;SEG20
CTID56019685;5811-4353-3490-5513;03/05/2016;30104;SEG17
CTID39439990;7815-2405-2962-6053;31/12/2016;28638;SEG24
CTID46276660;6292-8171-2649-5336;08/11/2016;16995;SEG22
CTID60489413;8361-7488-5303-1801;15/02/2016;18620;SEG14
CTID29776340;4954-2506-4917-1734;04/10/2016;48268;SEG23
CTID83096976;5591-5619-8809-5454;17/11/2016;39974;SEG18
CTID96831513;4783-2852-8264-4966;27/08/2016;32026;SEG11
CTID86676310;6244-6800-1680-7174;24/09/2016;12060;SEG22
CTID50820478;2535-9251-5633-3656;29/09/2016;37288;SEG18
CTID17412921;2116-6906-9722-9824;20/05/2016;1865;SEG17
CTID51070849;9018-5320-5729-5393;27/09/2016;48225;SEG18
CTID77662490;3467-3224-2464-5799;14/04/2016;13221;SEG21
CTID44912687;1782-8675-4061-3666;12/06/2016;47336;SEG17
CTID23902431;4314-6417-5269-5130;09/01/2016;8600;SEG15
CTID50620697;1235-8656-9164-2644;08/10/2016;23063;SEG22
CTID57431051;8769-1185-5731-6569;03/02/2016;17008;SEG16
CTID49418982;9360-2827-9359-7064;31/01/2016;15610;SEG22
CTID46413924;4491-2026-2441-2049;20/12/2016;27464;SEG25
CTID65291817;5695-2379-4433-2485;12/07/2016;34440;SEG15
CTID70709200;8052-5734-6162-9591;13/12/2016;22539;SEG14
CTID55241821;8951-3220-4809-9797;30/09/2016;15590;SEG13
CTID39597073;3323-8332-7133-7008;02/09/2016;45524;SEG15
CTID16616538;9621-6787-7890-7470;12/11/2016;47087;SEG19
CTID66700173;5254-4916-6547-4795;25/12/2016;47518;SEG16
CTID79779734;4341-6411-1439-6094;02/08/2016;11396;SEG25
CTID67005135;8477-4051-5606-6540;19/03/2016;13143;SEG16
CTID24212273;1817-8543-9660-4802;30/10/2016;35786;SEG17
CTID15117728;9207-1270-6690-4905;02/03/2016;3149;SEG15
CTID52429098;8002-6041-9878-5658;26/01/2016;12958;SEG20
CTID52423105;3458-8126-3660-8686;25/10/2016;17707;SEG13
CTID90835553;8272-7202-4112-6502;22/06/2016;6671;SEG17
CTID57796271;9248-9032-8076-1225;22/08/2016;49939;SEG15
CTID65092749;7334-1842-5941-2149;07/05/2016;7826;SEG14
CTID95443573;8069-5321-4131-7493;26/04/2016;22666;SEG21
CTID34968253;7662-3108-4951-8587;07/06/2016;4460;SEG18
CTID85445106;4971-8219-1133-6753;26/04/2016;15828;SEG11
CTID46478972;9083-6711-4313-1181;04/05/2016;31001;SEG15
CTID65184961;2422-2354-4628-4556;01/10/2016;20566;SEG24
CTID98986260;3467-4873-4196-4795;09/12/2016;30928;SEG24
CTID69557100;5540-8588-7666-7798;04/06/2016;7365;SEG21
CTID61867254;4139-7870-9436-2923;06/09/2016;37553;SEG15
CTID31057711;9930-4634-8565-6716;10/09/2016;37964;SEG11
CTID63727493;1947-8602-1695-7503;25/12/2016;43455;SEG18
CTID39795703;4349-5976-1214-5524;03/10/2016;30903;SEG24
CTID50516549;5274-7205-2377-3357;19/08/2016;39960;SEG24
CTID18067135;6531-1690-4324-2760;25/04/2016;22957;SEG17
CTID45834457;4954-2506-4917-1734;09/04/2016;26017;SEG19
CTID42582298;5145-7864-6575-8768;24/07/2016;34619;SEG11
CTID13079106;2868-5606-5152-5706;17/06/2016;22753;SEG16
CTID72456360;5380-2273-3524-9795;22/10/2016;10375;SEG19
CTID96760782;1825-7669-6621-9045;12/12/2016;14443;SEG15
CTID38341385;1175-3754-1370-5515;21/04/2016;36662;SEG11
CTID62795829;9027-9319-4091-7718;15/07/2016;26811;SEG16
CTID29687222;4954-2506-4917-1734;09/12/2016;22176;SEG24
CTID39504267;7447-6644-5678-8061;09/01/2016;29399;SEG20
CTID94546571;3440-1978-8156-5313;19/05/2016;38985;SEG24
CTID19761392;9458-1130-5333-6475;02/03/2016;7091;SEG16
CTID17654921;1519-5130-5810-8539;23/10/2016;38441;SEG13
CTID22236589;2349-2290-6329-3624;11/04/2016;22431;SEG14
CTID59575574;1464-1118-5953-6424;09/10/2016;6455;SEG19
CTID28453221;8486-4186-7122-3452;13/04/2016;43104;SEG20
CTID44259748;8904-2491-3727-6958;24/07/2016;37311;SEG21
CTID94881241;2568-8047-9427-1704;09/11/2016;16271;SEG21
CTID32018061;6620-4005-4574-6263;11/08/2016;48311;SEG19
CTID15383468;4864-7119-5608-7611;28/01/2016;8887;SEG15
CTID24256716;4139-7870-9436-2923;05/12/2016;28863;SEG21
CTID52654158;7447-6644-5678-8061;26/11/2016;33959;SEG14
CTID37328961;2347-2804-9899-1830;10/11/2016;25145;SEG23
CTID37638502;7662-3108-4951-8587;17/09/2016;15841;SEG21
CTID55669692;9558-5469-2562-5608;17/01/2016;20538;SEG12
CTID39745265;4864-7119-5608-7611;20/03/2016;9333;SEG18
CTID87799853;4375-1627-3683-5900;07/01/2016;31108;SEG16
CTID20536518;9933-8699-5268-4345;16/11/2016;117;SEG23
CTID29482083;3748-8048-5227-8162;10/10/2016;47405;SEG21
CTID89809998;6001-5945-4665-4926;05/11/2016;34321;SEG25
CTID16859793;8228-6661-8736-2838;25/05/2016;9142;SEG23
CTID24101345;3001-2844-6540-3608;14/01/2016;41408;SEG11
CTID72454421;2495-1344-4998-6045;26/12/2016;3838;SEG23
CTID16408703;8272-7202-4112-6502;16/02/2016;24440;SEG11
CTID29273056;4663-3168-7059-6778;17/07/2016;5501;SEG12
CTID42073504;2595-7800-1142-5225;24/05/2016;4567;SEG19
CTID65721005;6012-7799-2842-7221;10/05/2016;35528;SEG13
CTID87593645;6012-7799-2842-7221;05/06/2016;21738;SEG21
CTID76085476;2517-1247-3682-9050;12/01/2016;12929;SEG16
CTID62534914;2342-6589-6557-6739;28/04/2016;39429;SEG23
CTID88391556;5530-2431-5627-8837;05/03/2016;14540;SEG15
CTID39984126;1259-5241-3561-1773;25/01/2016;9040;SEG15
CTID91537140;6691-5105-1556-4131;10/06/2016;49469;SEG21
CTID19240358;8509-8871-7296-2015;30/05/2016;33196;SEG21
CTID78216660;1782-8675-4061-3666;31/08/2016;6753;SEG18
CTID98409859;8507-1459-7315-8148;14/12/2016;31440;SEG19
CTID11256928;5936-1967-4966-6077;30/03/2016;49940;SEG15
CTID44374748;6272-7021-2748-1471;12/08/2016;10143;SEG20
CTID24354134;8976-7958-2694-8171;25/05/2016;44013;SEG25
CTID43685296;3313-4024-5109-8235;17/11/2016;33842;SEG22
CTID83318321;3440-1978-8156-5313;25/07/2016;18936;SEG13
CTID74367746;8950-6403-2080-8100;25/05/2016;18794;SEG22
CTID72529356;3467-4873-4196-4795;19/06/2016;28761;SEG12
CTID17488846;6575-1457-7757-9141;18/07/2016;37899;SEG23
CTID64723075;2088-6665-3327-6898;30/07/2016;36293;SEG18
CTID57952427;5144-5591-4640-2208;19/01/2016;8813;SEG18
CTID40142710;8031-9022-9952-9605;14/03/2016;41675;SEG23
CTID86726402;2595-8621-2855-9119;28/07/2016;8154;SEG14
CTID86519520;1336-9200-1264-2551;23/04/2016;9641;SEG12
CTID15673102;7966-2894-6066-2530;19/10/2016;48854;SEG14
CTID63259772;3168-6552-9936-1500;09/08/2016;38053;SEG20
CTID82095301;7299-3529-7767-1695;04/12/2016;4264;SEG20
CTID31678952;4294-8894-4829-7801;11/01/2016;35240;SEG17
CTID50535201;3114-9778-2542-3154;05/10/2016;25630;SEG22
CTID12197048;6262-7793-5307-8561;21/04/2016;26225;SEG14
CTID64188752;4991-3814-8016-9048;14/11/2016;9401;SEG13
CTID63987218;9446-5484-2517-1811;19/10/2016;48625;SEG11
CTID60235043;6620-4005-4574-6263;05/07/2016;12935;SEG15
CTID12413102;8069-5321-4131-7493;02/02/2016;2576;SEG16
CTID80466403;6258-3903-6637-5620;20/11/2016;20063;SEG19
CTID99607847;9991-4727-7710-2269;03/06/2016;27779;SEG21
CTID40610190;5094-8484-5014-6152;10/03/2016;37396;SEG25
CTID29357317;2388-1652-4326-6035;20/09/2016;16058;SEG22
CTID31641194;5262-2954-4306-9001;15/11/2016;41403;SEG15
CTID89647424;5689-2440-9593-1931;03/02/2016;39059;SEG20
CTID86862921;7299-3529-7767-1695;13/12/2016;17528;SEG17
CTID47705427;1893-8853-9900-8478;13/07/2016;6824;SEG17
CTID15472567;9314-8332-5195-8287;20/07/2016;6387;SEG25
CTID13423594;4864-7119-5608-7611;22/07/2016;13168;SEG18
CTID76043892;1559-8764-1659-4317;24/03/2016;5847;SEG12
CTID72618497;7017-9570-4103-5076;02/04/2016;28700;SEG19
CTID69302250;7900-3001-7632-4005;25/03/2016;9571;SEG16
CTID44984552;7299-3529-7767-1695;23/08/2016;45488;SEG19
CTID65849696;8578-3662-1951-5720;06/05/2016;41059;SEG20
CTID78908863;8078-7413-3861-2246;01/12/2016;314;SEG13
CTID96769127;7708-8807-7837-8812;10/02/2016;40872;SEG17
CTID48125043;5010-4875-7956-3628;11/12/2016;40572;SEG22
CTID89693511;3226-1711-7076-2949;24/02/2016;46243;SEG13
CTID16810805;6262-7793-5307-8561;29/10/2016;13645;SEG12
CTID35554618;8228-6661-8736-2838;13/03/2016;19527;SEG23
CTID64071408;6085-9783-3284-2783;04/05/2016;12130;SEG22
CTID27840733;2264-2870-6785-2725;29/12/2016;652;SEG21
CTID46087228;8918-6235-3308-7862;24/06/2016;35111;SEG23
CTID57912145;6514-4444-5642-2615;21/07/2016;544;SEG19
CTID12589802;8486-4186-7122-3452;06/12/2016;36669;SEG24
CTID11791763;1893-8853-9900-8478;16/11/2016;15653;SEG24
CTID77148287;7725-3576-5626-3317;22/09/2016;41141;SEG12
CTID16047975;6531-1690-4324-2760;29/07/2016;35872;SEG18
CTID29412014;8138-6235-7062-6142;25/03/2016;33064;SEG21
CTID26741021;8287-3054-9804-9342;10/04/2016;29941;SEG21
CTID12104001;3440-1978-8156-5313;08/07/2016;36415;SEG22
CTID43047444;5563-4162-6828-9835;03/05/2016;17875;SEG19
CTID24734216;5786-9833-8038-2159;17/11/2016;31717;SEG25
CTID92736124;1350-6303-6190-5958;17/08/2016;20465;SEG17
CTID49065729;7815-5255-1963-9464;16/12/2016;18672;SEG25
CTID82247723;2495-1344-4998-6045;24/07/2016;3059;SEG15
CTID54446658;6770-3803-2120-3012;29/04/2016;233;SEG23
CTID87713354;8691-3939-1859-5937;28/06/2016;29098;SEG19
CTID78220981;1992-1719-3506-9652;06/09/2016;46083;SEG12
CTID28872295;8138-6235-7062-6142;16/03/2016;47509;SEG24
CTID74566829;8217-2336-2393-6960;27/03/2016;17277;SEG18
CTID53796574;7863-1291-5335-8126;15/02/2016;13970;SEG23
CTID23906859;6321-2048-7733-8765;08/01/2016;47632;SEG15
CTID15204739;1123-9777-7335-9167;18/10/2016;6813;SEG11
CTID61097861;4203-2936-4855-8802;07/06/2016;37458;SEG22
CTID66236525;9161-8723-1217-5269;18/12/2016;43070;SEG17
CTID60359281;3168-6552-9936-1500;14/12/2016;29371;SEG20
CTID43729851;8135-1903-7706-2260;12/02/2016;28215;SEG22
CTID40420162;5616-5526-4836-1962;17/12/2016;12193;SEG13
CTID17258645;4220-2591-3295-3300;15/02/2016;41389;SEG12
CTID33383981;9074-3311-4009-9836;11/07/2016;6530;SEG18
CTID68310805;4954-2506-4917-1734;26/05/2016;29481;SEG19
CTID93934408;4092-8604-7363-3393;01/04/2016;15247;SEG11
CTID96263083;3323-8332-7133-7008;02/11/2016;3563;SEG16
CTID42712905;3146-4961-6964-4229;29/11/2016;27719;SEG22
CTID38272310;8078-7413-3861-2246;10/11/2016;5482;SEG21
CTID36413567;1909-6288-2284-5317;13/04/2016;35891;SEG14
CTID52550635;5786-2204-6101-1373;15/10/2016;48443;SEG11
CTID98808376;1652-7516-1273-1992;16/08/2016;14421;SEG22
CTID43828794;7211-2168-9731-5466;11/09/2016;30048;SEG12
CTID78912466;5583-9751-6086-5673;05/11/2016;47438;SEG25
CTID65085088;9304-8255-4381-2028;18/07/2016;29810;SEG11
CTID61257748;7697-2274-6431-6408;07/01/2016;43766;SEG20
CTID23386326;5786-9833-8038-2159;26/11/2016;14650;SEG17
CTID63675161;6385-4594-8055-9081;12/03/2016;13263;SEG20
CTID61517751;9304-4488-7872-2868;23/10/2016;32119;SEG13
CTID29652745;8783-7271-8493-7931;16/02/2016;13905;SEG18
CTID43803445;5591-5619-8809-5454;18/11/2016;17013;SEG11
CTID78596104;2422-2354-4628-4556;06/03/2016;43333;SEG19
CTID84755602;7362-1637-8977-1963;31/01/2016;40525;SEG21
CTID62764095;8477-4051-5606-6540;03/12/2016;9063;SEG20
CTID46936309;5786-9833-8038-2159;16/02/2016;14711;SEG12
CTID57144754;2595-8621-2855-9119;31/10/2016;6625;SEG16
CTID68189121;6515-8771-7352-9788;17/10/2016;44617;SEG14
CTID75809864;5447-4124-3337-6163;19/10/2016;33082;SEG16
CTID55348027;7843-4724-2851-6218;23/08/2016;36420;SEG15
CTID88176246;5591-5619-8809-5454;03/10/2016;9726;SEG19
CTID23691795;7583-5046-7750-5578;07/05/2016;44753;SEG13
CTID94539620;8870-2780-7399-5151;02/10/2016;8967;SEG11
CTID42154068;4262-7103-6508-4214;01/02/2016;37816;SEG13
CTID36467884;7908-3850-6633-2606;24/09/2016;44268;SEG12
CTID50936581;9604-6821-2861-8084;04/12/2016;49977;SEG15
CTID25440210;8069-5321-4131-7493;06/08/2016;2876;SEG15
CTID82319885;5619-4425-5473-6565;03/08/2016;43937;SEG24
CTID82497421;1749-4777-2532-7766;01/01/2016;48193;SEG25
CTID33330716;1629-9566-3285-2123;16/12/2016;25210;SEG24
CTID46282995;3748-8048-5227-8162;06/10/2016;47716;SEG15
CTID34187609;6570-8163-4369-9734;21/01/2016;30408;SEG24
CTID46322776;7900-3001-7632-4005;23/03/2016;41576;SEG17
CTID35264811;5583-9751-6086-5673;31/01/2016;42074;SEG11
CTID55793385;8797-7761-7623-1806;29/12/2016;25678;SEG11
CTID62069266;4679-5406-6408-1233;28/11/2016;11854;SEG19
CTID74532039;2949-1972-1300-6680;12/03/2016;12000;SEG16
CTID74958264;5283-6135-5709-4452;10/04/2016;11676;SEG15
CTID87381004;8341-5263-4582-7396;28/08/2016;21182;SEG18
CTID95174991;3134-9713-5764-8285;28/07/2016;44779;SEG18
CTID72152745;4027-9234-2261-8201;27/09/2016;34806;SEG13
CTID94727068;5734-5619-8469-4044;07/05/2016;46836;SEG11
CTID86514933;4203-2936-4855-8802;08/05/2016;48589;SEG21
CTID97222954;8638-5407-3631-8196;25/11/2016;36715;SEG18
CTID87453708;7586-6475-9618-3909;22/02/2016;4434;SEG16
CTID90938173;7586-6475-9618-3909;01/05/2016;20660;SEG16
CTID52935917;1449-4529-1480-3546;01/10/2016;32866;SEG18
CTID87181836;3405-7202-8402-5988;26/07/2016;17051;SEG22
CTID22918981;9604-6821-2861-8084;18/10/2016;35562;SEG14
CTID90506399;1655-7617-4318-5963;22/07/2016;13157;SEG18
CTID94886282;4818-7275-3513-3939;20/07/2016;20086;SEG13
CTID35384832;8797-7761-7623-1806;19/11/2016;21833;SEG12
CTID80666572;2077-2389-7798-4862;24/03/2016;35638;SEG12
CTID56227640;3167-9604-1650-2605;30/03/2016;38613;SEG22
CTID47999363;5175-8965-9249-9021;13/09/2016;15784;SEG15
CTID70456498;5088-4839-2639-6414;28/06/2016;26657;SEG23
CTID29998104;5564-7149-9280-5472;09/11/2016;28632;SEG24
CTID41668436;4012-7774-6690-7055;23/12/2016;6477;SEG20
CTID22200530;9310-6095-5617-9905;02/05/2016;40607;SEG16
CTID43169385;3697-6001-4909-5350;16/02/2016;42430;SEG12
CTID67732778;4246-1369-3659-8804;22/12/2016;41907;SEG25
CTID55246324;2017-7197-7814-9950;03/05/2016;10620;SEG11
CTID54872001;5960-5753-3689-8262;29/07/2016;48581;SEG15
CTID24975765;8578-3662-1951-5720;17/04/2016;40642;SEG11
CTID90230371;7662-3108-4951-8587;28/08/2016;21508;SEG12
CTID91053264;2649-6876-7496-4123;23/07/2016;46381;SEG22
CTID28333286;8002-6041-9878-5658;20/10/2016;16059;SEG19
CTID73851056;5786-2204-6101-1373;18/09/2016;11819;SEG11
CTID74622799;5894-8042-7318-9450;29/09/2016;8410;SEG15
CTID71105104;6045-2636-8278-8875;01/11/2016;9545;SEG12
CTID70487492;7296-3224-2880-5747;13/02/2016;21204;SEG15
CTID49153264;5574-7647-1844-5316;12/05/2016;9869;SEG20
CTID49049589;8793-4049-9771-8176;14/10/2016;10398;SEG21
CTID86663824;3762-3694-9841-5446;03/05/2016;2663;SEG20
CTID92439678;3114-9778-2542-3154;04/01/2016;15054;SEG24
CTID24641179;9207-1270-6690-4905;02/09/2016;23458;SEG12
CTID24089225;3414-4178-9784-9954;13/10/2016;20847;SEG21
CTID93404712;7334-1842-5941-2149;12/06/2016;21226;SEG23
CTID43563833;4679-8417-8700-1213;06/12/2016;4220;SEG15
CTID49911164;8052-5734-6162-9591;29/03/2016;49751;SEG24
CTID43196652;8769-1185-5731-6569;29/01/2016;9269;SEG11
CTID15188019;8883-9569-6241-3952;01/03/2016;29310;SEG16
CTID44987102;2517-1247-3682-9050;19/01/2016;7391;SEG22
CTID80951542;9517-7826-1862-6726;03/03/2016;28060;SEG12
CTID27174170;7299-3529-7767-1695;30/10/2016;30646;SEG19
CTID62671598;7199-4140-9327-8875;05/09/2016;49423;SEG20
CTID76194418;5384-8278-5616-5502;28/02/2016;4772;SEG20
CTID37414724;1652-7516-1273-1992;05/04/2016;174;SEG25
CTID44869160;8078-7413-3861-2246;15/06/2016;11642;SEG25
CTID37319117;2724-3903-7331-7820;14/05/2016;12092;SEG15
CTID56891113;1825-7669-6621-9045;27/09/2016;28461;SEG15
CTID14438173;1546-9786-8388-4937;14/08/2016;43759;SEG16
CTID56927266;8477-4051-5606-6540;05/11/2016;32659;SEG17
CTID90443348;3226-1711-7076-2949;10/12/2016;8366;SEG21
CTID15702003;5563-4162-6828-9835;10/10/2016;45598;SEG23
CTID53179776;9517-7826-1862-6726;03/01/2016;48773;SEG22
CTID54754127;1749-4777-2532-7766;18/06/2016;6423;SEG17
CTID43126414;3140-6494-9869-5893;15/12/2016;17624;SEG20
CTID85827294;6148-9835-7115-4405;12/01/2016;5468;SEG13
CTID28646535;8481-9097-2828-9363;06/06/2016;4431;SEG18
CTID47328416;2524-4184-5908-6750;31/03/2016;15529;SEG25
CTID80354361;2017-7197-7814-9950;23/08/2016;22528;SEG24
CTID77817419;4562-2665-7578-1931;17/09/2016;49397;SEG12
CTID83009624;4203-2936-4855-8802;31/01/2016;39479;SEG22
CTID28767188;8883-9569-6241-3952;16/07/2016;8587;SEG13
CTID91336466;7815-7711-6866-1320;16/05/2016;29139;SEG24
CTID29786263;9558-5469-2562-5608;22/01/2016;24342;SEG19
CTID69736785;4341-6411-1439-6094;15/11/2016;23232;SEG12
CTID36933964;7837-4036-5999-1672;29/07/2016;7263;SEG15
CTID63737758;7224-9964-4793-3939;18/06/2016;35483;SEG16
CTID50962517;5978-8449-1139-4565;12/11/2016;23152;SEG11
CTID39437680;2911-7555-3093-9231;09/05/2016;40753;SEG12
CTID52236429;1652-7516-1273-1992;02/01/2016;45007;SEG25
CTID65740877;1159-7886-1385-5540;15/10/2016;3271;SEG20
CTID76775273;2463-9055-1240-3878;16/08/2016;2141;SEG23
CTID99247797;7815-2405-2962-6053;08/08/2016;12220;SEG21
CTID13171528;8951-3220-4809-9797;27/12/2016;33345;SEG23
CTID62126686;7296-3224-2880-5747;10/09/2016;23987;SEG14
CTID15687655;1655-7617-4318-5963;05/09/2016;42623;SEG21
CTID27095553;7633-7985-2079-2990;21/10/2016;16322;SEG16
CTID31766520;3440-1978-8156-5313;25/07/2016;18520;SEG12
CTID42423685;2764-7023-8396-5255;17/04/2016;36204;SEG17
CTID32167942;6001-5945-4665-4926;06/10/2016;22870;SEG18
CTID71261077;6570-8163-4369-9734;24/11/2016;43308;SEG14
CTID56195322;7306-7457-8875-3211;22/03/2016;10926;SEG18
CTID89260233;6429-7684-3108-1910;27/10/2016;37226;SEG11
CTID58473611;4784-5120-3581-6184;06/01/2016;25515;SEG12
CTID77212478;7658-7645-4568-1461;03/03/2016;47375;SEG25
CTID38307154;8069-5321-4131-7493;28/10/2016;5758;SEG19
CTID51671239;9946-6939-3033-9593;14/12/2016;33921;SEG17
CTID96543770;3573-2839-9869-7747;06/06/2016;34188;SEG11
CTID33738283;6271-9924-3653-8913;24/02/2016;28366;SEG17
CTID14343874;1655-7617-4318-5963;22/08/2016;23178;SEG15
CTID44371310;1187-8674-2708-3972;07/05/2016;42962;SEG20
CTID40602628;6691-5105-1556-4131;22/01/2016;663;SEG11
CTID48351524;1466-1600-9312-7604;19/12/2016;28162;SEG20
